Record_ID,Date,Factory_Location,Vehicle_Model,Vehicles_Produced,Vehicles_Delivered,Battery_Output_GWh,Autopilot_Active_Vehicles_Thousands,Charging_Stations_Installed,Energy_Storage_Deployed_MWh,Software_Update_Releases,Manufacturing_Automation_Index,Factory_Efficiency_Index,EV_Revenue_MillionUSD,Energy_Business_Revenue_MillionUSD,Operating_Margin_Percent
700,2021-12-01,Texas,Model X,6946,8358,63.02,1450,9,373,2,61.1,94.17,6175.37,3527.5,16.93
701,2021-12-02,Berlin,Model 3,1571,8486,18.46,1402,66,867,0,84.55,71.78,6417.96,992.19,25.95
702,2021-12-03,Shanghai,Cybertruck,3577,1048,41.93,1013,86,83,1,76.8,85.77,3820.83,3182.37,18.05
703,2021-12-04,Fremont,Model S,7065,2357,28.05,383,22,712,1,79.21,74.04,5262.41,2286.76,7.9
704,2021-12-05,Shanghai,Model Y,1673,7955,35.7,120,114,233,0,69.55,93.23,9330.59,1933.92,10.07
705,2021-12-06,Fremont,Cybertruck,4208,4252,68.74,870,60,844,6,64.86,76.38,3399.04,3938.47,7.02
706,2021-12-07,Fremont,Model S,1142,1229,71.71,1251,117,565,0,73.62,86.43,916.99,2391.62,17.52
707,2021-12-08,Berlin,Model 3,5447,3368,33.25,1497,84,844,5,97.97,82.91,1813.41,2775.75,16.18
708,2021-12-09,Shanghai,Model X,4225,5997,27.42,92,36,363,4,88.52,75.21,4059.87,1718.4,7.68
709,2021-12-10,Shanghai,Model Y,8774,5065,29.79,1028,45,242,4,97.49,98.9,11867.59,545.21,19.81
710,2021-12-11,Fremont,Model 3,8975,846,46.89,252,102,453,0,60.93,97.18,5558.3,1107.14,28.42
711,2021-12-12,Berlin,Cybertruck,3551,5656,48.33,63,32,350,0,73.56,84.69,3266.27,3069.57,11.59
712,2021-12-13,Fremont,Model 3,3397,1065,36.27,281,47,762,6,93.49,88.7,6138.13,1344.09,5.75
713,2021-12-14,Shanghai,Model S,2879,2475,18.48,1204,92,81,0,83.54,84.49,9049.46,713.39,11.84
714,2021-12-15,Texas,Model S,712,8071,64.25,584,65,750,2,75.53,98.18,8859.42,3518.56,26.92
715,2021-12-16,Berlin,Model Y,7073,4259,20.4,1132,69,134,4,63.1,70.15,9101.07,800.62,8.16
716,2021-12-17,Berlin,Model X,2963,2467,31.16,340,114,317,2,71.31,96.94,990.51,2065.75,24.85
717,2021-12-18,Texas,Model X,7352,3260,38.53,551,32,137,4,87.98,79.49,744.91,1627.43,12.55
718,2021-12-19,Fremont,Model Y,2059,913,65.38,1105,35,464,0,60.88,66.65,4665.9,2723.64,9.42
719,2021-12-20,Shanghai,Model S,4044,6718,79.4,957,88,841,2,89.63,72.53,2537.11,1935.78,28.24
720,2021-12-21,Shanghai,Model S,8115,1266,39.84,179,45,226,3,63.89,92.77,10602.72,2048.68,29.65
721,2021-12-22,Shanghai,Model Y,929,5625,33.38,712,13,763,0,85.51,78.41,4123.37,1992.68,7.14
722,2021-12-23,Shanghai,Cybertruck,5908,6603,16.27,586,73,885,1,87.39,68.13,4905.3,1992.93,12.52
723,2021-12-24,Berlin,Cybertruck,2855,2842,35.88,960,9,153,0,65.43,86.5,5370.13,3686.82,9.42
724,2021-12-25,Fremont,Model Y,2541,7494,78.98,151,78,114,4,87.04,72.31,3344.17,3272.7,26.9
725,2021-12-26,Texas,Model Y,3004,4154,72.45,1119,17,92,4,90.38,82.52,1048.54,955.74,27.45
726,2021-12-27,Fremont,Model Y,7573,1667,5.97,822,14,710,6,86.62,78.12,10968.46,3369.18,24.79
727,2021-12-28,Fremont,Model 3,8457,8097,36.66,994,31,130,5,76.92,85.16,8572.21,1312.34,28.37
728,2021-12-29,Berlin,Model S,3687,5587,41.95,567,58,456,4,72.5,84.56,1682.3,3280.49,12.34
729,2021-12-30,Shanghai,Model S,7630,3939,12.94,1416,24,227,1,95.82,83.31,10221.25,2267.4,24.5
730,2021-12-31,Shanghai,Model 3,1465,3934,13.99,179,27,858,0,76.04,96.45,2389.98,3316.22,25.54
731,2022-01-01,Fremont,Model Y,2167,1350,6.63,468,6,268,6,88.56,90.82,6156.44,1705.87,17.74
732,2022-01-02,Shanghai,Cybertruck,4522,1940,74.32,654,14,690,4,90.84,77.61,10542.95,938.16,25.84
733,2022-01-03,Texas,Model S,5513,426,13.99,528,15,41,6,76.73,66.2,9558.57,486.12,12.55
734,2022-01-04,Shanghai,Cybertruck,2647,2490,27.02,1446,2,106,3,84.06,73.57,9228.88,3985.7,8.38
735,2022-01-05,Berlin,Cybertruck,7636,2690,6.91,554,76,276,1,72.72,81.09,3045.61,309.32,16.72
736,2022-01-06,Shanghai,Model X,6205,7757,29.29,463,120,567,3,97.92,69.42,8331.24,1968.71,14
737,2022-01-07,Fremont,Model X,7394,7748,45.45,909,104,419,5,92.81,69.5,7840.83,3409.28,19.93
738,2022-01-08,Fremont,Model Y,3677,5409,23.46,1233,49,731,2,93.71,78.74,4031.22,380.64,8.18
739,2022-01-09,Shanghai,Model 3,8854,5230,49.41,964,2,815,4,80.65,95.22,5768.42,3679.64,12.35
740,2022-01-10,Berlin,Cybertruck,3901,4282,9.84,294,99,641,3,97.56,85.88,7615.91,434.01,23.3
741,2022-01-11,Texas,Model 3,1312,5348,20.97,874,10,840,0,84.83,89.22,5942.64,2857.39,12.35
742,2022-01-12,Berlin,Cybertruck,6120,3149,79.26,1274,33,42,4,70.61,90.33,6543.47,165,17.46
743,2022-01-13,Fremont,Model S,3671,1318,18.71,872,8,497,1,96.02,73.82,9004.84,581.65,20.99
744,2022-01-14,Shanghai,Model S,1967,3096,65.06,831,109,540,3,79.09,83.97,10347.86,1323.21,5.77
745,2022-01-15,Fremont,Model X,1909,3962,5.95,453,54,18,3,77.43,80.97,10971.66,2762.9,18.75
746,2022-01-16,Shanghai,Model S,5534,3699,56.93,1046,4,307,2,69.69,91.52,4025.61,278.93,18.31
747,2022-01-17,Berlin,Model Y,8389,5685,52.89,393,96,424,1,97.56,95.21,1531.6,1597.28,21.93
748,2022-01-18,Fremont,Model Y,4384,5780,32.23,128,52,721,6,73.44,81.81,6807.84,2098.43,21.35
749,2022-01-19,Berlin,Cybertruck,7974,8092,70.85,502,71,434,4,67.85,97.19,8491.48,1180.51,9.24
750,2022-01-20,Shanghai,Model S,3131,3425,16.3,1042,60,35,0,68.42,86.17,1025.92,415.9,15.11
751,2022-01-21,Shanghai,Model 3,6057,6519,19.75,730,27,48,1,95.23,74,7814.88,2346.46,20.92
752,2022-01-22,Berlin,Cybertruck,5195,6007,16.14,642,17,171,2,80.6,80.19,1987.21,621.64,25.95
753,2022-01-23,Berlin,Model S,7656,810,45.65,1221,21,358,0,71.89,95.27,6861.53,3387.29,26.22
754,2022-01-24,Shanghai,Model 3,5321,4853,21.75,464,24,91,3,95.58,66.34,2355.4,1507.78,15.41
755,2022-01-25,Fremont,Model 3,6476,1217,50.18,99,52,637,1,61.27,81.52,7603.85,141.49,13.78
756,2022-01-26,Fremont,Model S,2589,5876,41.44,1089,65,78,3,96.47,84.47,3476.25,3054.73,23.8
757,2022-01-27,Fremont,Cybertruck,5713,1335,27.08,136,116,461,6,90.02,65.73,4761.99,2596.06,24.97
758,2022-01-28,Shanghai,Cybertruck,4440,3246,58.53,237,2,20,0,76.97,81.27,2219.42,3960.48,21.28
759,2022-01-29,Shanghai,Cybertruck,8196,7470,73.23,530,114,368,5,64.45,84.8,5913.58,1155.64,10.15
760,2022-01-30,Fremont,Model X,2693,519,55.65,390,102,495,1,88.93,71.41,8571.56,3660.97,8.88
761,2022-01-31,Berlin,Model Y,4473,6357,56.22,1146,119,210,4,84.67,67.45,9057.23,2416.01,28.96
762,2022-02-01,Fremont,Model Y,5588,4002,43.56,823,3,288,2,73.57,98.68,3268.49,728.06,10.13
763,2022-02-02,Berlin,Model 3,5724,4797,11.42,702,77,501,6,71.47,77.25,6513.91,982.42,11.08
764,2022-02-03,Fremont,Cybertruck,8648,6531,63.42,1015,83,212,0,71,71.32,9761.85,2422.13,12.09
765,2022-02-04,Shanghai,Model X,8538,2743,23.03,84,58,496,5,62,98.1,5606.99,1554.23,14.16
766,2022-02-05,Berlin,Model 3,4077,4720,28.47,1372,76,691,0,93.96,83.84,1336.06,3534.75,13.08
767,2022-02-06,Texas,Model X,5836,1466,7.12,445,44,590,5,60.48,82.82,10651.75,3353.74,24.1
768,2022-02-07,Berlin,Model S,3070,987,13.87,1285,106,52,4,92.96,90.61,7533.53,617.61,24.62
769,2022-02-08,Texas,Model 3,4850,491,73.14,1483,8,697,3,61.4,75.33,2868.82,1743.95,10.09
770,2022-02-09,Shanghai,Model X,2576,7690,75.22,55,79,289,5,91.94,85.34,6744.02,856.41,10
771,2022-02-10,Shanghai,Model Y,8135,3737,79.08,1034,7,677,3,74.63,81.05,3923.75,3983.17,15.91
772,2022-02-11,Berlin,Cybertruck,8649,1371,24.21,1182,60,33,1,70.9,82.15,6762.1,3110.33,8.72
773,2022-02-12,Berlin,Model S,5540,674,54.37,1468,10,244,2,73.71,90.21,6874.67,2960.47,19.13
774,2022-02-13,Fremont,Model X,7747,7163,79.39,1334,30,681,1,77.23,79.68,6036.85,2833.93,16.34
775,2022-02-14,Texas,Model 3,8119,2244,79.11,758,16,67,3,91.16,68.12,6821.31,1130.94,26
776,2022-02-15,Berlin,Model 3,5745,3937,71.77,111,82,885,6,66.68,94.61,3470.42,2076.79,28.63
777,2022-02-16,Fremont,Model X,7541,3257,60.83,410,108,131,1,95.31,94.73,6285.62,3838.05,24.08
778,2022-02-17,Berlin,Model Y,4025,1604,23.96,350,104,508,4,76.48,90.33,8179.5,1594.14,9.69
779,2022-02-18,Texas,Model X,6618,6402,52.05,845,108,580,6,86.39,73.29,3390.55,641.12,20.49
780,2022-02-19,Shanghai,Model S,7262,3284,21.91,176,81,586,1,84.85,83.22,10849.2,1542.04,20.98
781,2022-02-20,Shanghai,Model Y,5549,3429,79.4,883,6,62,0,73.05,70.32,3436.45,1762.12,7.85
782,2022-02-21,Berlin,Model S,3145,6538,20.63,1187,78,893,2,64.03,75.88,3400.38,771.4,17.95
783,2022-02-22,Fremont,Model 3,679,4457,54.99,931,93,23,1,62.42,71.88,1747.74,956.26,22.4
784,2022-02-23,Berlin,Model Y,4096,7633,12.44,127,61,302,0,80.64,85.19,5354.35,3347.84,20.85
785,2022-02-24,Berlin,Cybertruck,8662,7198,5.12,833,33,332,3,75.05,82.46,6857.38,3164.41,24.17
786,2022-02-25,Fremont,Cybertruck,7192,7832,26.17,558,70,801,4,94.38,86.43,1485.29,701.15,8.5
787,2022-02-26,Texas,Model X,4430,7984,34.43,325,23,610,4,77.52,92.65,11254.35,2839.41,25.35
788,2022-02-27,Fremont,Cybertruck,2983,8110,79,909,97,63,1,95.53,85.98,5132.05,908.46,16.72
789,2022-02-28,Fremont,Model 3,2245,5944,11.5,1453,40,193,4,84.09,82.95,1758.13,1185.1,11
790,2022-03-01,Berlin,Cybertruck,4074,7508,21.93,391,56,635,1,84.22,72.45,4710.04,1240.22,27.16
791,2022-03-02,Texas,Model X,8967,2591,43.26,194,56,96,2,70.97,74.02,725.88,1345.26,22.01
792,2022-03-03,Texas,Model X,7740,7890,37.84,411,18,155,0,64.24,69.25,11593.64,2727.6,20.32
793,2022-03-04,Berlin,Model 3,7996,3927,11.14,918,55,645,3,69.57,88.58,6779.39,1415.81,14.13
794,2022-03-05,Fremont,Model 3,7678,6637,73.39,1376,28,523,1,73.58,85.83,1652.36,2946.32,21.3
795,2022-03-06,Shanghai,Model 3,8223,5953,25.32,323,108,421,6,63.67,77.69,7129.38,892.06,27.87
796,2022-03-07,Shanghai,Model X,4879,3130,35,836,14,540,6,66.08,79.87,7041.2,3092.53,5.58
797,2022-03-08,Berlin,Cybertruck,6665,6414,77.37,1036,106,66,1,84.86,78.74,7802.15,401.61,12.85
798,2022-03-09,Fremont,Cybertruck,948,3995,56.76,213,7,550,6,71.51,76.92,6046.35,3125.55,5.19
799,2022-03-10,Fremont,Model Y,5343,6259,71.57,890,63,689,2,88.34,82.83,5968.66,3232.23,23.59
800,2022-03-11,Texas,Model X,1110,6820,48.15,1228,16,266,4,83.53,89.59,3023.64,3478.63,9.98
801,2022-03-12,Berlin,Cybertruck,8203,2140,39.26,1196,24,693,1,85.58,77.96,4393.77,2829.93,14.67
802,2022-03-13,Texas,Model Y,8021,5354,17.19,102,19,554,2,68.23,70.05,6891.23,838.16,19.16
803,2022-03-14,Berlin,Model S,2174,817,38.33,596,2,854,6,72,80.08,969.96,2545.66,28.09
804,2022-03-15,Shanghai,Model Y,6067,8005,8.7,1064,100,635,3,80.4,92.11,10108.8,1973.54,7.15
805,2022-03-16,Fremont,Model 3,1301,1820,58.37,1332,92,695,1,67.9,90,577.37,1813.84,17.46
806,2022-03-17,Texas,Model X,1552,5600,77.32,337,27,12,2,77.58,92.95,5541.44,2238.81,28.53
807,2022-03-18,Texas,Model Y,4054,7117,18.65,763,109,268,0,92.24,96.74,2004.92,3276.14,10.11
808,2022-03-19,Berlin,Model S,6306,7385,10.91,340,34,335,4,69.46,66,11064.25,2261.07,19.45
809,2022-03-20,Fremont,Model X,4548,641,34.55,1219,37,825,4,67.64,92.8,2465.65,398.09,27.7
810,2022-03-21,Fremont,Cybertruck,1395,8374,71.4,1364,84,140,4,83.83,77.74,11692.59,3817.16,8.54
811,2022-03-22,Shanghai,Model Y,4813,683,9,909,39,94,3,96.93,82.06,9971.75,3875.38,24.9
812,2022-03-23,Texas,Cybertruck,1208,7756,16.78,406,35,180,4,61.73,83,5082.79,1798.4,16.5
813,2022-03-24,Texas,Model S,853,1323,36.58,81,102,444,4,72.17,92.63,6693.7,1690.25,7.45
814,2022-03-25,Texas,Model Y,3240,4484,52.64,631,30,641,3,93.13,78.51,2421.33,3279.62,28.14
815,2022-03-26,Texas,Model 3,1641,732,12.07,1399,68,262,5,73.83,74.87,813.34,2835.13,17.71
816,2022-03-27,Shanghai,Model 3,6660,7381,40.97,824,58,332,4,61.44,95.26,6483.93,3705.7,17.9
817,2022-03-28,Texas,Model S,6314,7994,11.83,1068,27,563,1,65.42,84.87,3978.03,2768.09,9.84
818,2022-03-29,Texas,Cybertruck,3797,5206,79.24,646,92,33,6,64.59,90.19,5794.33,729.85,23.81
819,2022-03-30,Berlin,Model X,1357,1823,19.09,273,108,286,3,77.88,76.13,4254.75,452.66,11.14
820,2022-03-31,Berlin,Model X,8765,1563,55.78,271,19,601,0,93.48,73.03,5943.24,3215.04,18.8
821,2022-04-01,Berlin,Model Y,2881,1766,53.12,538,15,741,0,94.29,71.57,10970.55,1459.61,7.86
822,2022-04-02,Shanghai,Model S,772,3719,32.85,271,66,100,0,60.79,98.19,2977.52,2132.85,18.29
823,2022-04-03,Shanghai,Model 3,3776,6235,38.04,1340,26,232,2,69.19,71.54,2442.28,1707.93,19.82
824,2022-04-04,Shanghai,Model Y,3566,2594,28.63,1089,7,664,0,92.87,69.72,8935.58,3264.35,21.78
825,2022-04-05,Texas,Model X,7954,7840,57.1,226,50,118,4,66.8,88.21,6862.65,2544.62,17.35
826,2022-04-06,Shanghai,Model 3,5509,4712,45.9,794,107,599,4,70.63,95.31,10525.53,2955.82,21.53
827,2022-04-07,Fremont,Model 3,980,3041,68.51,1105,2,682,5,79.4,65.9,3925.32,302.84,8.49
828,2022-04-08,Fremont,Cybertruck,6830,501,20.84,123,72,599,4,62.54,65.33,3059.13,2725.05,12.13
829,2022-04-09,Fremont,Model X,5483,6192,17.7,1150,22,206,1,72.5,87.99,4600.88,2670.78,21.59
830,2022-04-10,Shanghai,Model X,5557,607,37.91,1090,95,308,2,78.93,97.51,1641.9,968.77,6.23
831,2022-04-11,Shanghai,Model S,3317,6120,25.68,1200,24,97,0,83.36,92.06,1206,3368,5.71
832,2022-04-12,Texas,Model S,4898,5031,66.66,522,54,582,2,63.56,67.25,7313.57,436.86,28.95
833,2022-04-13,Fremont,Model X,6898,4956,73.15,1188,28,812,5,93.43,81.81,4177.88,3826.91,27.8
834,2022-04-14,Berlin,Model X,7761,5539,76.24,830,31,834,4,90.31,82.19,1098.05,914.7,11.83
835,2022-04-15,Texas,Model 3,8599,4506,58.56,204,52,384,3,87.61,79.96,3143.29,452.05,28.62
836,2022-04-16,Shanghai,Model Y,5397,4620,39.6,1216,36,751,3,76.9,73.16,11187.7,1535.35,24.87
837,2022-04-17,Fremont,Model 3,5754,4759,62.47,304,27,521,5,90.85,73.52,10592.2,2285.9,6.84
838,2022-04-18,Shanghai,Model X,1047,2559,55.47,1471,83,226,0,89.88,65.38,7108.61,2443.56,12.74
839,2022-04-19,Shanghai,Model 3,7258,3676,12.89,412,49,391,0,74.39,87.06,8663.41,3576.67,8.2
840,2022-04-20,Shanghai,Model S,6898,5188,55.47,558,34,359,2,75.12,82.56,5959.44,1815.08,11.18
841,2022-04-21,Texas,Model Y,2812,6089,32.53,774,83,167,1,94.79,85.87,7970.1,274.09,25.12
842,2022-04-22,Berlin,Model X,3663,6751,45.09,256,98,688,4,65.1,80.44,2644.36,1000.27,17.03
843,2022-04-23,Berlin,Model S,2658,2234,28.98,874,101,814,4,60.44,88.14,1502.11,2415.66,17.86
844,2022-04-24,Berlin,Model Y,7546,1813,75.77,1372,89,336,4,80.72,92.31,3834.91,276.62,11.01
845,2022-04-25,Texas,Model S,8201,4039,61.68,834,32,625,3,69.05,92.96,4486.68,2188.8,22.09
846,2022-04-26,Shanghai,Model Y,5648,7362,26.72,522,7,481,2,65.85,89.71,3851.26,758.44,13.02
847,2022-04-27,Texas,Cybertruck,6034,7721,68.26,260,18,154,2,62.45,89.31,7070.39,3844.43,24.22
848,2022-04-28,Berlin,Model S,6076,7014,11.7,567,4,301,1,61.55,66.51,1729.65,1996.29,19.62
849,2022-04-29,Berlin,Model 3,659,1310,62.88,327,101,720,1,83.94,80.93,5863.41,3660.67,24.78
850,2022-04-30,Berlin,Model 3,7348,6966,56.38,430,86,198,6,61.69,89.94,9575.98,3105.94,23.53
851,2022-05-01,Fremont,Model X,759,685,27.56,367,22,198,3,84.84,92.09,1553.87,1851.7,22.86
852,2022-05-02,Fremont,Cybertruck,1951,6695,17.4,1313,102,761,3,73.39,69.03,6597.39,2957.75,11.23
853,2022-05-03,Texas,Cybertruck,3705,8441,38.83,1326,82,229,4,97.87,96.22,1750.04,295.89,18.94
854,2022-05-04,Fremont,Model Y,2900,7747,20.5,611,56,443,6,64.58,97.32,1960.24,1624.15,10.6
855,2022-05-05,Berlin,Model 3,2515,4730,63.09,536,57,841,4,83.51,73.74,7964.34,684.57,6.16
856,2022-05-06,Fremont,Model 3,2711,7384,17.03,130,95,268,0,60.33,67.43,11786.09,1301.08,15.12
857,2022-05-07,Fremont,Model X,8226,8483,19.53,94,55,444,1,66.94,70.8,11146.84,1988.82,29.7
858,2022-05-08,Fremont,Model X,3553,3482,8.91,879,119,77,0,71.41,89.81,5309.59,1393.69,11.57
859,2022-05-09,Shanghai,Model 3,3059,4393,40.58,1403,46,714,5,95.22,78.74,8086.03,3948.41,16.98
860,2022-05-10,Fremont,Model X,8370,6015,30.04,470,85,644,6,81.88,89.32,3713.02,3083.04,14.94
861,2022-05-11,Shanghai,Model 3,7440,5770,36.95,478,6,890,4,93.09,98.55,888.78,2523.77,19.95
862,2022-05-12,Shanghai,Model S,5800,7489,73.54,230,117,396,6,86.96,85.58,6489.74,3338.73,13.16
863,2022-05-13,Fremont,Model Y,4788,4736,41.76,872,2,313,4,60.51,83.65,11862.5,875.89,6.67
864,2022-05-14,Shanghai,Model 3,1319,6466,74.53,980,77,245,6,93.63,78.66,7128.01,1716.61,18.44
865,2022-05-15,Berlin,Model X,1126,1417,37.1,222,78,418,5,74.81,85.26,7559.15,3132.08,6.54
866,2022-05-16,Shanghai,Cybertruck,682,3962,64.37,561,69,474,6,87.11,94.24,6043.29,1750.3,12.24
867,2022-05-17,Berlin,Model Y,6572,4578,9.2,658,32,834,0,79.38,66.35,7089.56,232.31,24.47
868,2022-05-18,Shanghai,Model Y,5326,5857,22.91,1356,58,663,0,62.85,87.1,11502.42,822.51,24.19
869,2022-05-19,Shanghai,Model Y,5562,6181,5.15,1383,21,319,5,82.57,75.79,9412.48,396.95,26.99
870,2022-05-20,Berlin,Model S,2060,7502,66.61,372,18,512,5,61.56,94.92,9154.65,3818.61,23.53
871,2022-05-21,Fremont,Model X,8144,7615,27.82,554,85,685,3,85.54,79.33,9198.1,664.99,18.34
872,2022-05-22,Berlin,Model Y,1657,2998,49.23,1301,115,696,2,65.2,79.85,10734.02,3105.08,10.26
873,2022-05-23,Fremont,Model S,8774,8257,24.98,1444,35,295,2,85.91,69.94,9320.34,571.87,12.66
874,2022-05-24,Shanghai,Cybertruck,5839,2536,75.52,119,44,344,3,62.61,91.66,7710.57,2141.85,24.47
875,2022-05-25,Shanghai,Model S,2664,2095,76.95,1353,32,594,2,64.69,91.54,4024.03,1187.28,22.04
876,2022-05-26,Fremont,Model S,1002,1208,61.69,1217,113,402,5,79.58,82.55,7826.48,2484.69,6.77
877,2022-05-27,Shanghai,Model 3,8205,6071,24.8,323,21,205,1,96.7,83.6,6208.89,631.17,16.29
878,2022-05-28,Fremont,Model X,6515,6871,8.96,252,61,700,2,77.93,77.86,4262.47,3684.02,18.72
879,2022-05-29,Fremont,Cybertruck,3362,4581,20.65,72,31,430,3,64.13,73.3,5021.25,2373.89,27.52
880,2022-05-30,Shanghai,Cybertruck,8401,4623,23.56,1211,102,607,2,79.11,97.87,2765.6,1975.58,23.88
881,2022-05-31,Shanghai,Model S,3869,2880,16.83,391,105,67,2,60.93,92.87,9728.2,3157.98,15.73
882,2022-06-01,Fremont,Model Y,7203,1470,39.22,1061,49,392,5,77.2,87.79,3728.48,159.66,5.78
883,2022-06-02,Shanghai,Model 3,3022,7012,13.08,711,25,214,4,88.08,77.15,7667.44,2494.77,11.22
884,2022-06-03,Texas,Model 3,8328,4130,35.04,567,119,499,0,89.05,98.83,5437.58,2852.47,27.87
885,2022-06-04,Fremont,Model 3,1449,2953,18.09,59,61,780,5,67.39,85.73,6798.58,3109.97,8.01
886,2022-06-05,Shanghai,Cybertruck,6089,2620,67.5,774,92,46,4,94.31,80.97,11445.26,1071.45,24.47
887,2022-06-06,Fremont,Model Y,4310,5124,40.8,1142,13,537,2,60.55,93.75,6588.83,646.74,6.28
888,2022-06-07,Fremont,Model X,2272,3363,42.06,1345,91,142,2,90.81,73.81,11743.17,2151.13,28.6
889,2022-06-08,Fremont,Cybertruck,749,5229,74.32,1003,118,699,3,82.9,80.94,5106.28,3858.85,14.41
890,2022-06-09,Fremont,Cybertruck,6250,6525,11.18,1500,79,77,3,94.9,68.59,9391.3,759.96,25.05
891,2022-06-10,Berlin,Model S,5700,2032,19.21,1330,76,546,3,88.63,97.61,11427.25,1288.02,19.05
892,2022-06-11,Berlin,Model Y,534,6863,13.42,917,40,852,0,64.05,95.93,5198.8,623.91,26.87
893,2022-06-12,Shanghai,Model S,8056,2930,71.92,1391,111,429,0,61.5,72.35,1014.31,1080.23,7.68
894,2022-06-13,Berlin,Model X,1494,7643,35.41,291,48,14,1,85.77,76.57,6360.04,1294.34,26.93
895,2022-06-14,Berlin,Model 3,2292,954,63.76,51,118,14,2,68.14,77.09,1757.36,523.36,14.75
896,2022-06-15,Berlin,Model Y,7511,4026,76.91,1298,68,487,6,78.71,92.45,7223.98,2135.63,27.94
897,2022-06-16,Shanghai,Model S,7194,8271,16.13,152,97,603,6,78.73,95.59,2451.67,299.22,12.08
898,2022-06-17,Fremont,Model X,3084,3628,5.16,1475,69,210,4,60.15,97.24,8368.59,2283.62,24.98
899,2022-06-18,Shanghai,Model Y,3794,1024,15.78,1158,70,415,4,68.34,72.6,8636.68,1801.79,26.9
900,2022-06-19,Shanghai,Model X,858,7964,51.58,1457,61,179,6,94.29,77.44,2570.99,2802.29,11.56
901,2022-06-20,Texas,Model S,7201,6460,43.24,896,86,712,6,93.69,86.61,2563.54,823.43,17.41
902,2022-06-21,Shanghai,Model S,2648,4479,60.55,244,103,383,6,74.52,69.97,10653.39,3912.72,11.81
903,2022-06-22,Shanghai,Model S,786,3783,11.74,467,118,752,4,69.07,71.45,4609.08,1309.42,9.61
904,2022-06-23,Fremont,Cybertruck,3197,8295,14.43,1140,120,445,1,97.62,82.42,3190.76,1270.81,17.73
905,2022-06-24,Texas,Model 3,7067,2029,50.92,927,77,682,6,63.48,81.95,10848.28,299.46,20.51
906,2022-06-25,Berlin,Model S,5422,4374,15.58,1043,116,708,0,78.64,92.05,1265.3,645.36,24.51
907,2022-06-26,Texas,Cybertruck,8980,5715,21.32,560,59,305,5,61.93,85.63,5541.85,1566.45,6.4
908,2022-06-27,Shanghai,Model 3,7172,8107,29.65,1400,109,828,0,64.17,70.42,3958.91,1563.22,12.89
909,2022-06-28,Berlin,Model Y,1981,4737,31.5,1422,59,720,6,77.89,71.55,9349.2,3065.48,27.89
910,2022-06-29,Texas,Model Y,5149,972,12.15,450,58,801,2,80.35,77.69,2772.32,2012.65,26.43
911,2022-06-30,Berlin,Model S,5604,5765,15.24,989,73,888,3,83.74,84.98,7192.55,2076.81,25.3
912,2022-07-01,Fremont,Model S,4399,409,11.82,243,112,470,2,60.46,76.91,1807.58,3254.46,9.51
913,2022-07-02,Shanghai,Model X,2730,887,13.86,1217,58,335,2,92.35,95.86,5216.04,306.45,11.18
914,2022-07-03,Berlin,Cybertruck,4266,7788,63.58,1446,65,762,3,93.74,71.41,4067.58,1240.26,11.03
915,2022-07-04,Texas,Model 3,5757,789,49.13,1111,55,129,1,61.96,93.69,6210.74,1314.93,21.48
916,2022-07-05,Texas,Model S,3561,7760,26.6,780,32,249,0,73.63,87.78,7659.18,2537.86,10.54
917,2022-07-06,Texas,Model X,2112,1920,19.35,914,26,364,5,94.2,84.47,3058.36,1589.64,13.52
918,2022-07-07,Texas,Cybertruck,6169,4727,71.89,615,111,200,2,90.78,70,7640.29,993.16,27.54
919,2022-07-08,Texas,Model X,2973,6812,30.07,624,115,655,1,69.63,87.6,10709.37,890.15,27.83
920,2022-07-09,Fremont,Model S,3686,8130,73.61,81,93,393,6,90.65,66.93,7996.15,1016.14,16.43
921,2022-07-10,Texas,Cybertruck,7240,4524,63.86,1494,22,504,2,76.78,96.29,11223.47,2243.83,12.6
922,2022-07-11,Texas,Model Y,1921,1001,16.63,1230,62,645,6,71.26,70.78,11887.19,1320.2,18.69
923,2022-07-12,Berlin,Model S,5611,5372,17.61,166,95,748,6,92.1,74.93,6434.18,2079.27,24.97
924,2022-07-13,Fremont,Model Y,7447,569,16.07,1303,86,592,5,67.25,77.23,5379.1,457.82,9.95
925,2022-07-14,Texas,Model S,1709,1134,43.2,1497,86,727,2,86.28,74.97,5077.27,711.78,7.45
926,2022-07-15,Texas,Model 3,7138,1533,11.98,539,2,360,2,88.17,87.43,6360.16,3408.41,9.61
927,2022-07-16,Texas,Model X,8027,5050,36.5,1312,115,245,0,92.03,78.93,1619.02,3667.62,17.04
928,2022-07-17,Texas,Model X,2567,3299,79.68,839,5,654,1,78.7,91.92,3668.12,735.94,18.3
929,2022-07-18,Berlin,Cybertruck,7481,7403,73.29,490,80,821,4,91.47,71.3,5281.88,1220.42,24.96
930,2022-07-19,Berlin,Model Y,1218,2291,36.84,1192,33,302,4,69.63,73.34,6959.88,3857.92,26.81
931,2022-07-20,Berlin,Cybertruck,8933,899,53.13,294,17,233,3,61.11,84.56,10261.08,3434.43,7.29
932,2022-07-21,Shanghai,Model 3,4850,5037,76.83,434,23,138,6,83.38,79.58,6531.67,2466.71,19.91
933,2022-07-22,Berlin,Cybertruck,6408,6351,25.24,1477,32,812,4,66.49,68.7,9545.62,3210.57,15.33
